name,description,brewery,real,createdAt,abv,type
Delfinen,"Fruktig smak med tydlig beska, inslag av aprikos, mango, knäckebröd och apelsinskal.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,4.6,Lager
Malm,"Humlearomatisk, något rostad smak med tydlig beska, inslag av mango, kaffe, rosmarin, torkad ananas, knäck och apelsin.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,4,Lager
Solen,"Maltig smak med inslag av sirapslimpa, smörkola och apelsin.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,4.1,Lager
Någerst,"Fruktig, humlearomatisk smak med tydlig beska, inslag av apelsinskal, sockerkaka, ananas och örter.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,5,Lager
Oberoende Glödkolsmäskad lager,"Maltig, rökig smak med inslag av knäckebröd, sirap, pomerans och charkuterier.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,5.1,Lager
Sågen,"Humlearomatisk smak med liten sötma, inslag av tallbarr, ananas, ljust bröd, honung och grapefrukt.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,4.1,Lager
Djupet,"Maltig smak med inslag av ljust bröd, honung, timjan och apelsinskal.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,5.4,Lager
Rosa,"Bärig, mycket syrlig smak med inslag av körsbär, tranbär och blodgrapefrukt.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,4,Lager
Lingon,"Bärig, syrlig smak med inslag av lingon, timjan, knäckebröd och citrus.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,5.4,Lager
Prinskatt Kärnlund,"Maltig, fruktig smak med inslag av ljust bröd, honung, ananas, färska örter och citrus.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,5.3,Lager
Hyllie Storm,"Fruktig smak med tydlig beska, inslag av grapefrukt, ananas, ljust bröd, färska örter och ingefära.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,4.4,Lager
Solklart,"Maltig, något humlearomatisk smak med tydlig beska, inslag av ljust bröd, mango, apelsinmarmelad, grapefruktskal och tallkåda.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,5.1,Lager
Kallax,"Maltig smak med inslag av knäckebröd, honung, aprikos, örter och citrus.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,5.4,Lager
Oberoende Dubbelpussen,"Fruktig, syrlig smak med inslag av mango, aprikos, färska örter och citrus.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,7.2,Dubbel
Kran,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, tallbarr, ljust bröd och grapefrukt.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,4,Lager
Pite Barley wine,"Nyanserad smak med tydlig beska och liten sötma, inslag av torkade fikon, choklad, sultanrussin, hasselnötter och pomerans.",Bottenvikens bryggeri,true,2026-03-14T00:00:00,9.9,Barleywine
Brewing Teraphobia 2024,,Bottle Logic Brewing,true,2026-03-14T00:00:00,5,Lager
Cherry flavoured Red Ale,,Icobes B.V.B.A,true,2026-03-14T00:00:00,5.8,Red Ale
Tank 7 Farmhouse Ale,"Kryddig, fruktig smak med liten sötma, inslag av aprikos, kryddnejlika, banankaka, honung och apelsinskal.",Duvel Moortgat,true,2026-03-14T00:00:00,6.9,Saison
Chopp,,InBev,true,2026-03-14T00:00:00,4,Lager
La Vermontoise,"Nyanserad, kryddig smak med inslag av aprikos, ljust bröd, kryddnejlika, banan, mandarin och honung.",Brasserie De Blaugies,true,2026-03-14T00:00:00,4.8,Lager
Saison d´Epeautre,,Brasserie De Blaugies,true,2026-03-14T00:00:00,5.8,Saison
Paix Dieu,"Nyanserad, fruktig smak med sötma, inslag av banan, ljust bröd, kryddnejlika, honung och apelsin.",Brasserie Caulier,true,2026-03-14T00:00:00,4.6,Lager
Oouuppss!,,Brasserie Fantome,true,2026-03-14T00:00:00,4.7,Lager
La Goudale IPA,,Brasserie Goudale,true,2026-03-14T00:00:00,6.6,India Pale Ale
Imperial Stout Barrel Aged Blend Peated Scotch Whisky Ba16,,Brasserie Popihn,true,2026-03-14T00:00:00,8.8,Imperial Stout
DIPA DDH Mosaic Citra Barbe Rouge,,Brasserie Popihn,true,2026-03-14T00:00:00,8.7,Double IPA
Neipa DDH Krush Simcoe x Yakima,,Brasserie Popihn,true,2026-03-14T00:00:00,7.7,New England IPA
DIPA DDH Nectaron Mosaic,,Brasserie Popihn,true,2026-03-14T00:00:00,10,Double IPA
Rochefort 8,,Brasserie de Rochefort,true,2026-03-14T00:00:00,4.8,Lager
Zinnebir,"Nyanserad, fruktig, kryddig smak med tydlig beska, inslag av apelsinskal, örter, citron, ananas och ljust bröd.",Brasserie De La Senne,true,2026-03-14T00:00:00,4.1,Lager
La Blonde,,Brasserie du Mont Blanc,true,2026-03-14T00:00:00,5.4,Blonde Ale
Triple Epices,,Brasserie du Mont Blanc,true,2026-03-14T00:00:00,9.3,Tripel
La Rousse,,Brasserie du Mont Blanc,true,2026-03-14T00:00:00,5.3,Lager
Alte Weisse,,Brauhaus Riegele,true,2026-03-14T00:00:00,5,Wheat Beer
Kellerbeir,,Brauerei S.Riegele Inh. Riegele KG,true,2026-03-14T00:00:00,4.3,Lager
Aechtes Dunkel,,Brauerei S.Riegele Inh. Riegele KG,true,2026-03-14T00:00:00,4.4,Lager
Robustus 6,,Brauerei S.Riegele Inh. Riegele KG,true,2026-03-14T00:00:00,4.8,Lager
Lagerbier Ungespunden,"Maltig smak med inslag av knäckebröd, honung, aprikos, örter och apelsinskal.",Brauerei Wagner,true,2026-03-14T00:00:00,4.6,Lager
BA Raspberry,,Brauhaus Bevog,true,2026-03-14T00:00:00,4.9,Lager
Aisla,,Brauhaus Bevog,true,2026-03-14T00:00:00,4,Lager
Wolgor Blend 1123,,Brauhaus Bevog,true,2026-03-14T00:00:00,5.1,Lager
Flemish Reddish,"Nyanserad, mycket syrlig, fruktig smak medtydlig beska, inslag av fat, torkade aprikoser, plommon, ceder, pomerans och  mörkt bröd.",Brekeriet Beer,true,2026-03-14T00:00:00,4.3,Lager
Nobel Ek Nypon,"Fruktig, något kryddig smak med fatkaraktär, inslag av apelsin, torkade aprikoser, nypon, surdegsbröd, kryddnejlika och vanilj.",Brekeriet Beer,true,2026-03-14T00:00:00,4.4,Lager
Pinkish,"Fruktig, mycket syrlig smak med inslag av passionsfrukt, hibiskusblommor, persika, blodgrapefrukt, rödbetsjuice och ljust bröd.",Brekeriet Beer,true,2026-03-14T00:00:00,4.8,Lager
Sauvage,"Humlearomatisk, syrlig smak med inslag av fat, inslag av grapefrukt, timjan, honung, vinteräpplen, ananas och halm.",Brekeriet Beer,true,2026-03-14T00:00:00,4.5,Lager
Theta,"Karaktärsfull, mycket syrlig smak med inslag av fat, apelsin, röda äpplen, halm, vit balsamvinäger och kryddor.",Brekeriet Beer,true,2026-03-14T00:00:00,4.1,Lager
Big Eagle,"Humlearomatisk smak med tydlig beska, inslag av grapefrukt, kryddor, sockerkaka, mango, tallbarr och torkad ananas.",Brew York,true,2026-03-14T00:00:00,5,Lager
Hazy Jane,"Fruktig smak med tydlig beska, inslag av mango, tallkåda, ambrosiakaka, torkad ananas och papaya.",BrewDog,true,2026-03-14T00:00:00,4.3,Lager
Black Heart,"Nyanserad, rostad smak med inslag av pumpernickel, kaffe, russin, mörk choklad, apelsin och lakrits.",BrewDog,true,2026-03-14T00:00:00,4.4,Lager
Lost Lager,"Maltig smak med inslag av ljust bröd, honung, citrus och örter.",BrewDog,true,2026-03-14T00:00:00,5,Lager
Elvis Juice,,BrewDog,true,2026-03-14T00:00:00,4.4,Lager
Pinball DIPA,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, tallbarr, ananas, grapefrukt, honung och vitpeppar.",BrewDog,true,2026-03-14T00:00:00,9.5,Double IPA
Two Scoops,"Maltig, rostad, söt smak med inslag av mjuk chokladkaka, torkad frukt, smörkola, vanilj, nötter och kaffe.",BrewDog,true,2026-03-14T00:00:00,4.9,Lager
Punk IPA,,BrewDog,true,2026-03-14T00:00:00,7.1,India Pale Ale
Brewdog Punk IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av passionsfrukt, apelsinmarmelad, sockerkaka, rosmarin och grapefrukt.",BrewDog,true,2026-03-14T00:00:00,5.8,India Pale Ale
Preppens Pilsner,"Maltig smak med inslag av grapefrukt, ljust bröd, örter och honung.",Brewhuslän AB,true,2026-03-14T00:00:00,4.7,Pilsner
Brewhus Pilsner,"Maltig smak med inslag av knäckebröd, krusbär, honung och örter.",Brewhuslän AB,true,2026-03-14T00:00:00,5.3,Pilsner
Obsfredag,"Mycket fruktig smak med sötma, inslag av mango, ananas, apelsin, aprikosmarmelad och honung.",Brewhuslän AB,true,2026-03-14T00:00:00,4,Lager
Hawaii 2.0,"Fruktig, något humlearomatisk smak med inslag av ljust bröd, grapefruktskal, ananas och örter.",Brewhuslän AB,true,2026-03-14T00:00:00,4.2,Lager
Krackern,"Maltig, rostad smak med sötma, inslag av vörtbröd, dadlar, kaffe, apelsinskal och mörk sirap.",Brewhuslän AB,true,2026-03-14T00:00:00,5,Lager
Good Boye,"Humlearomatisk smak med inslag av mango, ananas, granskott, aprikosmarmelad, ljust knäckebröd och grapefrukt.",Brewhuslän AB,true,2026-03-14T00:00:00,4.7,Lager
Golden Hands of Pollen,"Brödig smak med inslag av citron, ljust knäckebröd och maskrosblommor.",Brewing Költur,true,2026-03-14T00:00:00,4.4,Lager
Summer And Spice,"Kryddig smak med inslag av fruktkaka, koriander, honung och citrus.",Brewing Költur,true,2026-03-14T00:00:00,4.1,Lager
Joe Roggenbier,"Maltig smak med inslag av kavring, torkade fikon, apelsinskal och choklad.",Brewing Költur,true,2026-03-14T00:00:00,5,Lager
Bine Ripe Drip,"Fruktig, något humlearomatisk smak med inslag av ljust bröd, torkade aprikoser, halm, pomerans och örter.",Brewing Költur,true,2026-03-14T00:00:00,5.3,Lager
Karl Lager,"Maltig doft med inslag av ljust knäckebröd, honung, pomerans och örter.",Brewing Költur,true,2026-03-14T00:00:00,5.3,Lager
Beach Weather,"Något humlearomatisk, knäckig smak med inslag av knäckebröd, grapefruktskal, timjan och honung.",Brewing Költur,true,2026-03-14T00:00:00,4.9,Lager
Country Living,"Maltig smak med inslag av mörkt knäckebröd, pomerans, citrusskal och timjan.",Brewing Költur,true,2026-03-14T00:00:00,4,Lager
Riwaka Paper Saaz,"Fruktig, något humlearomatisk smak, inslag av ananas, grapefrukt, ljust bröd, apelsinmarmelad och pomerans.",Brewing Költur,true,2026-03-14T00:00:00,5.4,Lager
Ingenuity & Tradition,"Nyanserad, fruktig smak med liten sötma, inslag av kavring, torkade aprikoser, choklad, dadlar, nötter och apelsin.",Brewing Költur,true,2026-03-14T00:00:00,5.1,Lager
Mars Farmer,"Kryddig, humlearomatisk smak med tydlig beska, inslag av torkade aprikoser, tallkåda, vörtbröd, vitpeppar och grapefrukt.",Brewing Költur,true,2026-03-14T00:00:00,4.4,Lager
Nitro Stout,"Maltig, smakrik öl med inslag av kavring, russin, kaffe, mörk choklad, rökta charkuterier, lakrits och apelsin.",Dundalk Bay Brewery & Distillery,true,2026-03-14T00:00:00,5.9,Stout
Chocolate Strawberry Pear Vanilla Cake,"Maltig, mycket söt smak med inslag av mjölkchoklad, sockerkaka, päron, jordgubbar och vanilj.",Brewski,true,2026-03-14T00:00:00,4.2,Lager
Triple Berry Pie,"Bärig, syrlig smak med inslag av svarta vinbär, hallon, vanilj, sockerkaka och blåbär.",Brewski,true,2026-03-14T00:00:00,8.5,Tripel
Feliz Cedro Porter,"Maltig smak med inslag av kavring, dadlar, kakao och kaffe.",Brewski,true,2026-03-14T00:00:00,6.8,Porter
Uffe West Coast IPA,"Mycket fruktig smak med inslag av mango, ambrosiakaka, rosmarin, ananas, honung och nektarin.",Brewski,true,2026-03-14T00:00:00,5.6,India Pale Ale
Pub ALE,"Fruktig, något humlearomatisk smak med inslag av torkade aprikoser, knäckebröd, honung, ananas, apelsinskal och örter.",Brewski,true,2026-03-14T00:00:00,5,Lager
Frosty,"Kryddig, syrlig smak med inslag av körsbär, kanel, vaniljkola, apelsinskal och ljust bröd.",Brewski,true,2026-03-14T00:00:00,5.5,Lager
Husets Lager,"Maltig smak med tydlig beska, inslag av ljust knäckebröd, honung och citrusskal.",Brewski,true,2026-03-14T00:00:00,5.5,Lager
Where the hops have no name,"Maltig, något humlearomatisk smak med tydlig beska och liten sötma, inslag av sirapslimpa, mango, tallkåda och torkad ananas.",Brewski,true,2026-03-14T00:00:00,5.4,Lager
Brady,"Fruktig smak med inslag av ananas, ljust bröd, citrusskal och örter.",Brewski,true,2026-03-14T00:00:00,4,Lager
Nibs Imperial Chocolate Stout,"Nyanserad, rostad smak med med liten sötma, inslag av espressokaffe, mörk choklad, soja, romrussin, apelsin och svartpeppar.",Brewski,true,2026-03-14T00:00:00,6.3,Stout
Helsingbräu Premium Pilsner,"Maltig smak med inslag av ljust knäckebröd, honung, örter och apelsinblommor.",Brewski,true,2026-03-14T00:00:00,5.2,Pilsner
Americat American Barley Wine,"Maltig smak med sötma och tydlig beska, inslag av vörtbröd, torkad frukt, knäck, apelsinskal och kryddor.",Brewski,true,2026-03-14T00:00:00,11.3,Barleywine
Kalamansifeber IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av mango, grapefrukt, ananas, tallbarr, sockerkaka och lime.",Brewski,true,2026-03-14T00:00:00,6.7,India Pale Ale
HALO Fruited Berliner Weisse Raspberry & Passion Fruit,"Fruktig, syrlig smak med inslag av passionsfrukt, hallon och blodapelsin.",Brewski,true,2026-03-14T00:00:00,4.7,Wheat Beer
47TH Double India Pale Ale,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, mango, sockerkaka, mandarin och färska örter.",Brewski,true,2026-03-14T00:00:00,6.5,India Pale Ale
Tropicopop,"Mycket fruktig, syrlig smak med liten sötma, inslag av ananas, kalamansi, litchi och vetebröd.",Brewski,true,2026-03-14T00:00:00,4.3,Lager
5:15 American Pale Ale,"Humlearomatisk smak med inslag av grapefrukt, ananas, tallkåda och ljust bröd.",Brewski,true,2026-03-14T00:00:00,5.4,Pale Ale
Great Bear New England DIPA,"Fruktig smak med liten sötma, inslag av ananas, sockerkaka, citrus och passionsfrukt.",Brewski,true,2026-03-14T00:00:00,9.4,Double IPA
Pavel Pils,"Maltig smak med inslag av knäckebröd, honung, örter och citrus.",Brewski,true,2026-03-14T00:00:00,4.5,Pilsner
Ponyo Red India Pale Ale,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av sirapslimpa, passionsfrukt, apelsinmarmelad, tallbarr, honung och grapefrukt.",Brewski,true,2026-03-14T00:00:00,6.6,India Pale Ale
Julbajer,"Maltig smak med inslag av kavring, apelsin, kaffe, choklad och aprikos.",Brewski,true,2026-03-14T00:00:00,4.2,Lager
Grizzly Pils,"Maltig smak med tydlig beska, inslag av ljust knäckebröd, honung, citrus och färska örter.",Brewski,true,2026-03-14T00:00:00,4.6,Pilsner
Dan Barrel Aged Imperial Stout,"Maltig, söt smak med fatkaraktär, inslag av kavring, choklad, mörk sirap, apelsinmarmelad, lakrits och vanilj.",Brewski,true,2026-03-14T00:00:00,11.1,Imperial Stout
Double S & Double M Fruited Sour With Sichuan Pepper,"Mycket fruktig, syrlig smak med inslag av mango, peppar, mandarin och jordgubbar.",Brewski,true,2026-03-14T00:00:00,4.6,Sour
Night Knocker Black IPA,"Maltig, humlearomatisk smak med tydlig beska, inslag av kavring, kaffe, tallbarr, torkad frukt, pomerans, choklad och tobak.",Brewski,true,2026-03-14T00:00:00,5.8,India Pale Ale
The Snow King,,Brewski,true,2026-03-14T00:00:00,4.3,Lager
Etienne Double Oated NEIPA,"Fruktig smak med liten sötma, inslag av mango, ananas, sockerkaka, grapefrukt och örter.",Brewski,true,2026-03-14T00:00:00,6.2,New England IPA
Kakapow New Zealand DIPA,"Humlearomatisk, mycket fruktig smak med tydlig beska och liten sötma, inslag av nektarin, rosmarin, ananas, sockerkaka, grapefrukt och mango.",Brewski,true,2026-03-14T00:00:00,8.6,Double IPA
Peruvian Snow Fruited Sour,"Mycket fruktig, syrlig smak med liten sötma, inslag av blåbär, lime och kaffe.",Brewski,true,2026-03-14T00:00:00,3.8,Sour
Hyper Mangofeber,,Brewski,true,2026-03-14T00:00:00,4.6,Lager
Brewski AB,"Bärig, syrlig smak med inslag av jordgubbar, hallon, citronskal och vanilj.",Brewski,true,2026-03-14T00:00:00,5.1,Lager
Sabro's Revenge NEIPA,"Något humlearomatisk smak med tydlig beska och liten sötma, inslag av ljust bröd, mango, papaya, honung och grapefruktskal.",Brewski,true,2026-03-14T00:00:00,6.4,New England IPA
Chrome Bucket West Coast Pilsner,"Humlearomatisk smak med tydlig beska, inslag av ananas, ljust bröd, citronskal, örter och honung.",Brewski,true,2026-03-14T00:00:00,4.9,Pilsner
Cherry King Fruited Sour,"Bärig, syrlig smak med liten sötma och tydlig karaktär av körsbär, inslag av hallon, lime och ingefära.",Brewski,true,2026-03-14T00:00:00,4.9,Sour
Breznak,"Maltig smak med inslag av knäckebröd, aprikos, sirap och apelsinskal.",Drinks Union,true,2026-03-14T00:00:00,5.3,Lager
Bright Brew,"Maltig smak med inslag av knäckebröd, honung och citrus.",Spendrups,true,2026-02-01T00:00:00,5,Ljus lager
Export,"Maltig smak med inslag av ljust bröd, citrus, honung och färska örter.",Sundance Wines,true,2026-03-14T00:00:00,5.5,Lager
Topaz,"Fruktig smak med inslag av mango, torkade aprikoser, citron, ananas, vitpeppar och örter.",Bryggerihangaren AB,true,2026-03-14T00:00:00,4.1,Lager
Vic's IPA,"Maltig smak med tydlig beska och liten sötma, inslag av knäckebröd, mango, citrusskal och tallkåda.",Bryggerihangaren AB,true,2026-03-14T00:00:00,6.1,India Pale Ale
Winter Warmer,"Nyanserad, maltig smak med liten sötma, inslag av fruktkaka, nötter, torkad frukt, knäck, peppar och apelsin.",Bryggerihangaren AB,true,2026-03-14T00:00:00,4.4,Lager
Ekologisk,"Maltig smak med inslag av ljust bröd, honung, citrus och örter.",Åbro Bryggeri,true,2026-03-14T00:00:00,4.2,Lager
Bron IPA,"Nyanserad smak med tydlig beska, inslag av aprikosmarmelad, rosmarin, mango, honung och grapefrukt.",Åbro Bryggeri,true,2022-12-01T00:00:00,5.9,Ale
West Coast IPA,"Nyanserad, fruktig smak med tydlig beska, inslag av sirapslimpa, apelsinskal, mango, aprikosmarmelad, tallkåda och färska örter.",Bronx Brewery,true,2026-03-14T00:00:00,5.5,India Pale Ale
No Resolution IPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, mango, aprikosmarmelad, vitpeppar, tallkåda, knäck och honung.",Bronx Brewery,true,2026-03-14T00:00:00,7.2,India Pale Ale
Defender IPA,"Humlearomatisk, fruktig smak med tydlig beska, inslag av mango, apelsinmarmelad, honung, tallkåda och grapefrukt.",Carlsberg Sverige AB,true,2026-03-14T00:00:00,7,India Pale Ale
Stonewall Inn IPA,,Brooklyn Brewery,true,2026-03-14T00:00:00,5.9,India Pale Ale
East IPA,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av torkad ananas, ambrosiakaka, passionsfrukt, tallkåda och bergamott.",Brooklyn Brewery,true,2026-03-14T00:00:00,6.2,India Pale Ale
Brooklyn Lager,"Nyanserad, maltig smak med tydlig beska, inslag av apelsinmarmelad, knäck, örter, aprikos och rågbröd.",Brooklyn Brewery,true,2020-03-02T00:00:00,5.2,Mellanmörk & Mörk lager
North Coast Brewing,"Nyanserad smak med liten sötma, inslag av torkade fikon, aprikosmarmelad, ljus sirap, fruktkaka, nötter och apelsinchoklad.",North Coast Brewing Company,true,2026-03-14T00:00:00,4.8,Lager
Wee Jock 90 Shilling,"Nyanserad, maltig smak med inslag av kavring, knäck, apelsinskal och kryddor.",Broughton Ales,true,2026-03-14T00:00:00,4.1,Lager
Broughtons Highland Jock,"Nyanserad, maltig smak med liten sötma, inslag av mörkt rågbröd, smörkola, choklad, dadlar, kryddor och pomerans.",Broughton Ales,true,2026-03-14T00:00:00,4.3,Lager
Mariage Parfait Golden Anniversary Edition,"Karaktärsfull, fruktig, mycket syrlig smak med inslag av röda äpplen, aprikos, halm, mandel och apelsinskal.",Brouwerij Boon,true,2026-03-14T00:00:00,5,Lager
Oude Geuze Remy Le Mercier,,Brouwerij Boon,true,2026-03-14T00:00:00,5.2,Lager
Corsendonk Christmas Ale,,Brouwerij Corsendonk,true,2026-03-14T00:00:00,4.5,Lager
Sans Pardon,,De Dochter van de Korenaar,true,2026-03-14T00:00:00,5.1,Lager
Steenuilke,"Kryddig, fruktig smak med liten sötma, inslag av aprikosmarmelad, kryddnejlika, banankaka, peppar och mandarin.",Brouwerij De Ryck,true,2026-03-14T00:00:00,4,Lager
Blond,"Kryddig smak med inslag av ljust bröd, banan, kryddnejlika, örter och citrus.",Brouwerij De Ryck,true,2026-03-14T00:00:00,4,Blonde Ale
Hopverdomme,"Nyanserad smak med tydlig beska, inslag av apelsinskal, sirapslimpa, aprikos, honung och tallkåda.",Brouwerij Kerkom,true,2026-03-14T00:00:00,4.6,Lager
Zot Blond,,De Halve Maan,true,2026-03-14T00:00:00,5.1,Blonde Ale
Zot Dubbel,,De Halve Maan,true,2026-03-14T00:00:00,7.7,Dubbel
Nybacka IPA,"Maltig, något humlearomatisk smak med tydlig beska, inslag av sirapslimpa, tallkåda, torkad frukt, kryddor och citrusskal.",Brukskällan Dalsland,true,2026-03-14T00:00:00,6.1,India Pale Ale
Dalslands Guld,"Maltig smak med inslag av ljust bröd, honung, citrus och örter.",Brukskällan Dalsland,true,2026-03-14T00:00:00,4.6,Lager
Svart Stout,"Nyanserad, maltig, rostad smak med inslag av espressokaffe, kavring, vanilj, mörk choklad och soja.",Brukskällan Dalsland,true,2026-03-14T00:00:00,8.4,Stout
Marsjön,"Humlearomatisk smak med tydlig beska, inslag av grapefrukt, passionsfrukt, tallbarr, ljust bröd och ananas.",Brukskällan Dalsland,true,2026-03-14T00:00:00,5.3,Lager
Smeden,"Maltig smak med inslag av ljust bröd, honung, apelsin och örter.",Brukskällan Dalsland,true,2026-03-14T00:00:00,5.3,Lager
Spiken,"Nyanserad, maltig smak med inslag av mörkt bröd, torkad frukt, apelsinchoklad och nötter.",Brukskällan Dalsland,true,2026-03-14T00:00:00,5.3,Lager
Tio,"Mycket fruktig smak med tydlig beska, inslag av mango, ananas, honung, tallbarr och grapefrukt.",Brukskällan Dalsland,true,2026-03-14T00:00:00,4,Lager
Bäcke Pilsner,"Maltig smak med inslag av knäckebröd, honung, apelsin och örter.",Brukskällan Dalsland,true,2026-03-14T00:00:00,5,Pilsner
Turbinen DIPA,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av torkade aprikoser, mango, tallbarr, apelsin, ljus sirap och mörkt bröd.",Brukskällan Dalsland,true,2026-03-14T00:00:00,9.2,Double IPA
Motala APA,"Fruktig smak med inslag av torkad frukt, mandarin, sirapslimpa och örter.",Fors Bryggeri,true,2026-03-14T00:00:00,5.1,Lager
Brushfire,"Humlearomatisk smak med tydlig beska, inslag av passionsfrukt, torkade aprikoser, tallbarr och apelsinmarmelad.",Fireside Brewery,true,2018-12-03T00:00:00,5.5,Ale
LoLa,"Maltig smak med inslag av knäckebröd, aprikos och kryddor.",Brutal Brewing,true,2026-03-14T00:00:00,4,Lager
A Ship Full of IPA,"Nyanserad, något humlearomatisk smak med tydlig beska, med inslag av aprikosmarmelad, sirapslimpa, apelsinskal och honung.",Brutal Brewing,true,2018-06-27T00:00:00,5.8,Ale
Bored Rabbit Easter Special,"Maltig, fruktig smak med inslag av kavring, torkade aprikoser, farinsocker, apelsinmarmelad, choklad och kryddor.",Brutal Brewing,true,2026-03-14T00:00:00,5.4,Lager
Kalk Lager,"Maltig smak med inslag av mörkt knäckebröd, örter och citrus.",Bryggeri 1766 Krokladan,true,2026-03-14T00:00:00,4.3,Lager
Krokladan IPA,"Mycket fruktig smak med tydlig beska och liten sötma, inslag av mango, tallkåda, fruktkaka, grapefrukt och kryddor.",Bryggeri 1766 Krokladan,true,2026-03-14T00:00:00,6.3,India Pale Ale
Lager #4,"Maltig, något knäckig smak med inslag av sirapslimpa, apelsinmarmelad och kryddor.",Bryggeri 1766 Krokladan,true,2026-03-14T00:00:00,5.2,Lager
Små sura grannar,"Fruktig, mycket syrlig smak med inslag av passionsfrukt, grapefrukt, halm och ljust bröd.",Bryggeri 1766 Krokladan,true,2026-03-14T00:00:00,4.7,Lager
Inga sura miner,"Fruktig, syrlig smak med inslag av passionsfrukt, grapefrukt, smörkola och knäckebröd.",Bryggeri 1766 Krokladan,true,2026-03-14T00:00:00,4.6,Lager
Hopplärka 3.0 IPA,"Maltig smak med tydlig beska och liten sötma, inslag av knäckebröd, apelsinskal, aprikos och honung.",Bryggeri 1766 Bifirma till Fulltofta Gård AB,true,2026-03-14T00:00:00,7.4,India Pale Ale
Upside Down Ale,"Maltig smak med inslag av sirapslimpa, torkade aprikoser, smörkola, honung och apelsin.",Bryggeri 1766 Bifirma till Fulltofta Gård AB,true,2026-03-14T00:00:00,5.1,Lager
Vinter,"Maltig smak med inslag av mörkt knäckebröd, choklad, torkade aprikoser och apelsin.",Bryggeri 1766 Bifirma till Fulltofta Gård AB,true,2026-03-14T00:00:00,5.2,Lager
Skånsk Stubbåker,"Maltig smak med inslag av ljust bröd, honung, citrusskal och örter.",Bryggeri 1766 Bifirma till Fulltofta Gård AB,true,2026-03-14T00:00:00,5.3,Lager
Sörmlands Goud,"Fruktig smak med inslag av torkade aprikoser, banan, kryddor, honung och ljust bröd.",Bryggeri STÖR,true,2026-03-14T00:00:00,5.3,Lager
Långhalschen Ale,"Maltig smak med inslag av knäckebröd, honung, timjan och mandarin.",Bryggeri STÖR,true,2026-03-14T00:00:00,4.2,Lager
Persberga Lantöl,"Maltig smak med inslag av vörtbröd, aprikos, kryddor, choklad och nötter.",Bryggeri STÖR,true,2026-03-14T00:00:00,4.9,Lager
Ronneby Lager,"Maltig smak med inslag av ljust bröd, örter, majs och citrus.",Bryggerifabriken,true,2026-03-14T00:00:00,4.5,Lager
Trävattna Kveik,"Maltig smak med inslag av knäckebröd, torkad frukt, citrusskal och sirap.",Bryggeriaktiebolaget Nya Victoria,true,2026-03-14T00:00:00,4.7,Lager
Ekebergsbärs,"Fruktig smak med inslag av mango, apelsin och ljust bröd.",Bryggeriaktiebolaget Nya Victoria,true,2026-03-14T00:00:00,4.9,Lager
Jul,"Maltig smak med liten sötma, inslag av sirapslimpa, apelsin, torkade aprikoser och nötter.",Bryggeriaktiebolaget Nya Victoria,true,2026-03-14T00:00:00,4,Lager
Sommar,"Humlearomatisk smak med tydlig beska, inslag av ljust bröd, mango, tallkåda och citrusskal.",Bryggeriaktiebolaget Nya Victoria,true,2026-03-14T00:00:00,5.3,Lager
Ryttaren,"Humlearomatisk smak med tydlig beska, inslag av grapefrukt, ananas, knäckebröd och citron.",Bryggeriaktiebolaget Nya Victoria,true,2026-03-14T00:00:00,4.2,Lager
Falköping Ljus Lager,"Maltig smak med inslag av knäckebröd, honung och citrus.",Bryggeriaktiebolaget Nya Victoria,true,2026-03-14T00:00:00,4.6,Lager
Bjurum,"Kryddig smak med inslag av ljust bröd, koriander och citrus.",Bryggeriaktiebolaget Nya Victoria,true,2026-03-14T00:00:00,5.4,Lager
Skeppsgossen Lager,"Maltig smak med inslag av aprikos, knäckebröd, honung, pomerans och kryddor.",Bryggerifabriken,true,2026-03-14T00:00:00,5,Lager
Karlskrona Export,"Maltig smak med inslag av knäckebröd, örter, honung och citrus.",Bryggerifabriken,true,2026-03-14T00:00:00,4.5,Lager
